id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16940109,Diary,1694년1월9일,1694,1,9,甲戌,丙寅,丁未,,1694-01-09,1694-02-02,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940109,http://wiki.jiamdiary.info/16940109
D16940110,Diary,1694년1월10일,1694,1,10,甲戌,丙寅,戊申,,1694-01-10,1694-02-03,blank,自夜終夕雨下 前川水生,지난밤부터 오늘 저녁까지 내내 비가 내려 앞 시내에 물이 불었다. ,http://jiamdiary.info/iri/jad#D16940110,http://wiki.jiamdiary.info/16940110
D16940111,Diary,1694년1월11일,1694,1,11,甲戌,丙寅,己酉,,1694-01-11,1694-02-04,,陽 昨雨夜分乃止,맑음. 어제 비는 밤중이 되어서야 그침 ,http://jiamdiary.info/iri/jad#D16940111,http://wiki.jiamdiary.info/16940111
D16940112,Diary,1694년1월12일,1694,1,12,甲戌,丙寅,庚戌,,1694-01-12,1694-02-05,,微雨止作 入夜轉加,약한 비가 그쳤다 내렸다 하다가 밤이 되자 점점 더해짐 ,http://jiamdiary.info/iri/jad#D16940112,http://wiki.jiamdiary.info/16940112
D16940113,Diary,1694년1월13일,1694,1,13,甲戌,丙寅,辛亥,,1694-01-13,1694-02-06,,昨雨連宵 曉始止 晝風陰寒緊,어제 비가 밤새 계속 내리다가 새벽에야 비로소 그침. 낮에는 바람이 불고 흐리고 추위가 심함. ,http://jiamdiary.info/iri/jad#D16940113,http://wiki.jiamdiary.info/16940113
D16940114,Diary,1694년1월14일,1694,1,14,甲戌,丙寅,壬子,,1694-01-14,1694-02-07,,夜來風緊 且下小雪 終夕風不定 而飛雪間洒,밤부터 바람이 심했고 또 눈이 조금 내림. 저녁까지 바람이 멈추지 않았으며 바람에 흩날리는 눈이 간간이 뿌림.,http://jiamdiary.info/iri/jad#D16940114,http://wiki.jiamdiary.info/16940114
D16940115,Diary,1694년1월15일,1694,1,15,甲戌,丙寅,癸丑,,1694-01-15,1694-02-08,,晴陽,맑게 갬 ,http://jiamdiary.info/iri/jad#D16940115,http://wiki.jiamdiary.info/16940115
D16940116,Diary,1694년1월16일,1694,1,16,甲戌,丙寅,甲寅,,1694-01-16,1694-02-09,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16940116,http://wiki.jiamdiary.info/16940116
D16940117,Diary,1694년1월17일,1694,1,17,甲戌,丙寅,乙卯,,1694-01-17,1694-02-10,,風陰 初夜雪洒,바람 불고 흐림. 초저녁에 눈이 뿌림. ,http://jiamdiary.info/iri/jad#D16940117,http://wiki.jiamdiary.info/16940117
D16940118,Diary,1694년1월18일,1694,1,18,甲戌,丙寅,丙辰,,1694-01-18,1694-02-11,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940118,http://wiki.jiamdiary.info/16940118
D16940119,Diary,1694년1월19일,1694,1,19,甲戌,丙寅,丁巳,,1694-01-19,1694-02-12,,稍晩雨作 入夜不止,늦은 오전이 조금 지나 비가 내렸는데 밤이 되어서도 그치지 않음 ,http://jiamdiary.info/iri/jad#D16940119,http://wiki.jiamdiary.info/16940119
D16940120,Diary,1694년1월20일,1694,1,20,甲戌,丙寅,戊午,,1694-01-20,1694-02-13,,昨雨達朝 向夕乍陽,어제 비가 아침까지 이어짐. 저녁 무렵 잠깐 맑음. ,http://jiamdiary.info/iri/jad#D16940120,http://wiki.jiamdiary.info/16940120
D16940121,Diary,1694년1월21일,1694,1,21,甲戌,丙寅,己未,,1694-01-21,1694-02-14,,晩雨又作,오전 늦게 다시 비가 옴 ,http://jiamdiary.info/iri/jad#D16940121,http://wiki.jiamdiary.info/16940121
D16940122,Diary,1694년1월22일,1694,1,22,甲戌,丙寅,庚申,,1694-01-22,1694-02-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940122,http://wiki.jiamdiary.info/16940122
D16940123,Diary,1694년1월23일,1694,1,23,甲戌,丙寅,辛酉,,1694-01-23,1694-02-16,,陽,맑음  ,http://jiamdiary.info/iri/jad#D16940123,http://wiki.jiamdiary.info/16940123
D16940124,Diary,1694년1월24일,1694,1,24,甲戌,丙寅,壬戌,,1694-01-24,1694-02-17,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940124,http://wiki.jiamdiary.info/16940124
D16940125,Diary,1694년1월25일,1694,1,25,甲戌,丙寅,癸亥,,1694-01-25,1694-02-18,,或雪或雨,눈이 내리기도 하고 비가 내리기도 함 ,http://jiamdiary.info/iri/jad#D16940125,http://wiki.jiamdiary.info/16940125
D16940126,Diary,1694년1월26일,1694,1,26,甲戌,丙寅,甲子,,1694-01-26,1694-02-19,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940126,http://wiki.jiamdiary.info/16940126
D16940127,Diary,1694년1월27일,1694,1,27,甲戌,丙寅,乙丑,,1694-01-27,1694-02-20,,夜小雪晝陽,밤에 눈이 조금 오고 낮에 맑음 ,http://jiamdiary.info/iri/jad#D16940127,http://wiki.jiamdiary.info/16940127
D16940128,Diary,1694년1월28일,1694,1,28,甲戌,丙寅,丙寅,,1694-01-28,1694-02-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940128,http://wiki.jiamdiary.info/16940128
D16940129,Diary,1694년1월29일,1694,1,29,甲戌,丙寅,丁卯,,1694-01-29,1694-02-22,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940129,http://wiki.jiamdiary.info/16940129
D16940130,Diary,1694년1월30일,1694,1,30,甲戌,丙寅,戊辰,,1694-01-30,1694-02-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940130,http://wiki.jiamdiary.info/16940130
D169402,Diary,1694년2월,1694,2,,甲戌,丁卯,,,,,,,,http://jiamdiary.info/iri/jad#D169402,http://wiki.jiamdiary.info/169402
D16940201,Diary,1694년2월1일,1694,2,1,甲戌,丁卯,己巳,,1694-02-01,1694-02-24,,風陰陽,바람불고 흐리다 맑음,http://jiamdiary.info/iri/jad#D16940201,http://wiki.jiamdiary.info/16940201
D16940202,Diary,1694년2월2일,1694,2,2,甲戌,丁卯, 庚午,,1694-02-02,1694-02-25,,風陰夕雪,바람 불고 흐리다 저녁에 눈 ,http://jiamdiary.info/iri/jad#D16940202,http://wiki.jiamdiary.info/16940202
D16940203,Diary,1694년2월3일,1694,2,3,甲戌,丁卯,辛未,,1694-02-03,1694-02-26,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940203,http://wiki.jiamdiary.info/16940203
D16940204,Diary,1694년2월4일,1694,2,4,甲戌,丁卯,壬申,,1694-02-04,1694-02-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940204,http://wiki.jiamdiary.info/16940204
D16940205,Diary,1694년2월5일,1694,2,5,甲戌,丁卯,癸酉,,1694-02-05,1694-02-28,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16940205,http://wiki.jiamdiary.info/16940205
D16940206,Diary,1694년2월6일,1694,2,6,甲戌,丁卯,甲戌,,1694-02-06,1694-03-01,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16940206,http://wiki.jiamdiary.info/16940206
D16940207,Diary,1694년2월7일,1694,2,7,甲戌,丁卯,乙亥,,1694-02-07,1694-03-02,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16940207,http://wiki.jiamdiary.info/16940207
D16940208,Diary,1694년2월8일,1694,2,8,甲戌,丁卯,丙子,,1694-02-08,1694-03-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940208,http://wiki.jiamdiary.info/16940208
D16940209,Diary,1694년2월9일,1694,2,9,甲戌,丁卯,丁丑,,1694-02-09,1694-03-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940209,http://wiki.jiamdiary.info/16940209
D16940210,Diary,1694년2월10일,1694,2,10,甲戌,丁卯,戊寅,,1694-02-10,1694-03-05,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940210,http://wiki.jiamdiary.info/16940210
D16940211,Diary,1694년2월11일,1694,2,11,甲戌,丁卯,己卯,,1694-02-11,1694-03-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940211,http://wiki.jiamdiary.info/16940211
D16940212,Diary,1694년2월12일,1694,2,12,甲戌,丁卯,庚辰,,1694-02-12,1694-03-07,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940212,http://wiki.jiamdiary.info/16940212
D16940213,Diary,1694년2월13일,1694,2,13,甲戌,丁卯,辛巳,,1694-02-13,1694-03-08,,陰夕雨,흐림. 저녁에 비가 내림. ,http://jiamdiary.info/iri/jad#D16940213,http://wiki.jiamdiary.info/16940213
D16940214,Diary,1694년2월14일,1694,2,14,甲戌,丁卯,壬午,,1694-02-14,1694-03-09,,昨雨夜注 風且亂 朝來乃止 終日陰霏,어제 비가 밤까지 쏟아지고 바람도 어지럽다가 아침에 그침. 종일 어둡고 가랑비가 내림 ,http://jiamdiary.info/iri/jad#D16940214,http://wiki.jiamdiary.info/16940214
D16940215,Diary,1694년2월15일,1694,2,15,甲戌,丁卯,癸未,,1694-02-15,1694-03-10,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940215,http://wiki.jiamdiary.info/16940215
D16940216,Diary,1694년2월16일,1694,2,16,甲戌,丁卯,甲申,,1694-02-16,1694-03-11,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940216,http://wiki.jiamdiary.info/16940216
D16940217,Diary,1694년2월17일,1694,2,17,甲戌,丁卯,乙酉,,1694-02-17,1694-03-12,blank,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940217,http://wiki.jiamdiary.info/16940217
D16940218,Diary,1694년2월18일,1694,2,18,甲戌,丁卯,丙戌,,1694-02-18,1694-03-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940218,http://wiki.jiamdiary.info/16940218
D16940219,Diary,1694년2월19일,1694,2,19,甲戌,丁卯,丁亥,,1694-02-19,1694-03-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940219,http://wiki.jiamdiary.info/16940219
D16940220,Diary,1694년2월20일,1694,2,20,甲戌,丁卯,戊子,,1694-02-20,1694-03-15,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940220,http://wiki.jiamdiary.info/16940220
D16940221,Diary,1694년2월21일,1694,2,21,甲戌,丁卯,己丑,,1694-02-21,1694-03-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940221,http://wiki.jiamdiary.info/16940221
D16940222,Diary,1694년2월22일,1694,2,22,甲戌,丁卯,庚寅,,1694-02-22,1694-03-17,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940222,http://wiki.jiamdiary.info/16940222
D16940223,Diary,1694년2월23일,1694,2,23,甲戌,丁卯,辛卯,,1694-02-23,1694-03-18,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940223,http://wiki.jiamdiary.info/16940223
D16940224,Diary,1694년2월24일,1694,2,24,甲戌,丁卯,壬辰,,1694-02-24,1694-03-19,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940224,http://wiki.jiamdiary.info/16940224
D16940225,Diary,1694년2월25일,1694,2,25,甲戌,丁卯,癸巳,,1694-02-25,1694-03-20,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940225,http://wiki.jiamdiary.info/16940225
D16940226,Diary,1694년2월26일,1694,2,26,甲戌,丁卯,甲午,,1694-02-26,1694-03-21,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940226,http://wiki.jiamdiary.info/16940226
D16940227,Diary,1694년2월27일,1694,2,27,甲戌,丁卯,乙未,,1694-02-27,1694-03-22,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940227,http://wiki.jiamdiary.info/16940227
D16940228,Diary,1694년2월28일,1694,2,28,甲戌,丁卯,丙申,,1694-02-28,1694-03-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940228,http://wiki.jiamdiary.info/16940228
D16940229,Diary,1694년2월29일,1694,2,29,甲戌,丁卯,丁酉,,1694-02-29,1694-03-24,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940229,http://wiki.jiamdiary.info/16940229
D16940230,Diary,1694년2월30일,1694,2,30,甲戌,丁卯,戊戌,,1694-02-30,1694-03-25,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940230,http://wiki.jiamdiary.info/16940230
D169403,Diary,1694년3월,1694,3,,甲戌,戊辰,,,,,,,,http://jiamdiary.info/iri/jad#D169403,http://wiki.jiamdiary.info/169403
D16940301,Diary,1694년3월1일,1694,3,1,甲戌,戊辰,己亥,,1694-03-01,1694-03-26,,陰 夕雨灑,흐리고 저녁에 비 뿌림 ,http://jiamdiary.info/iri/jad#D16940301,http://wiki.jiamdiary.info/16940301
D16940302,Diary,1694년3월2일,1694,3,2,甲戌,戊辰,庚子,,1694-03-02,1694-03-27,,夜來風雨鬧亂 晩止,밤이 되자 바람과 비가 소란스럽다가 아침 늦게 그침 ,http://jiamdiary.info/iri/jad#D16940302,http://wiki.jiamdiary.info/16940302
D16940303,Diary,1694년3월3일,1694,3,3,甲戌,戊辰,辛丑,,1694-03-03,1694-03-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940303,http://wiki.jiamdiary.info/16940303
D16940304,Diary,1694년3월4일,1694,3,4,甲戌,戊辰,壬寅,,1694-03-04,1694-03-29,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940304,http://wiki.jiamdiary.info/16940304
D16940305,Diary,1694년3월5일,1694,3,5,甲戌,戊辰,癸卯,,1694-03-05,1694-03-30,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940305,http://wiki.jiamdiary.info/16940305
D16940306,Diary,1694년3월6일,1694,3,6,甲戌,戊辰,甲辰,,1694-03-06,1694-03-31,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940306,http://wiki.jiamdiary.info/16940306
D16940307,Diary,1694년3월7일,1694,3,7,甲戌,戊辰,乙巳,,1694-03-07,1694-04-01,,午前雨洒 午後陰陽,오전에 비가 쏟아지고 오후에 흐리다 맑음,http://jiamdiary.info/iri/jad#D16940307,http://wiki.jiamdiary.info/16940307
D16940308,Diary,1694년3월8일,1694,3,8,甲戌,戊辰,丙午,,1694-03-08,1694-04-02,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940308,http://wiki.jiamdiary.info/16940308
D16940309,Diary,1694년3월9일,1694,3,9,甲戌,戊辰,丁未,,1694-03-09,1694-04-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940309,http://wiki.jiamdiary.info/16940309
D16940310,Diary,1694년3월10일,1694,3,10,甲戌,戊辰,戊申,,1694-03-10,1694-04-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940310,http://wiki.jiamdiary.info/16940310
D16940311,Diary,1694년3월11일,1694,3,11,甲戌,戊辰,己酉,,1694-03-11,1694-04-05,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940311,http://wiki.jiamdiary.info/16940311
D16940312,Diary,1694년3월12일,1694,3,12,甲戌,戊辰,庚戌,,1694-03-12,1694-04-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940312,http://wiki.jiamdiary.info/16940312
D16940313,Diary,1694년3월13일,1694,3,13,甲戌,戊辰,辛亥,,1694-03-13,1694-04-07,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940313,http://wiki.jiamdiary.info/16940313
D16940314,Diary,1694년3월14일,1694,3,14,甲戌,戊辰,壬子,,1694-03-14,1694-04-08,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940314,http://wiki.jiamdiary.info/16940314
D16940315,Diary,1694년3월15일,1694,3,15,甲戌,戊辰,癸丑,,1694-03-15,1694-04-09,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940315,http://wiki.jiamdiary.info/16940315
D16940316,Diary,1694년3월16일,1694,3,16,甲戌,戊辰,甲寅,,1694-03-16,1694-04-10,,午前雨 午後陰,오전에 비오고 오후에 흐림 ,http://jiamdiary.info/iri/jad#D16940316,http://wiki.jiamdiary.info/16940316
D16940317,Diary,1694년3월17일,1694,3,17,甲戌,戊辰,乙卯,,1694-03-17,1694-04-11,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940317,http://wiki.jiamdiary.info/16940317
D16940318,Diary,1694년3월18일,1694,3,18,甲戌,戊辰,丙辰,,1694-03-18,1694-04-12,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940318,http://wiki.jiamdiary.info/16940318
D16940319,Diary,1694년3월19일,1694,3,19,甲戌,戊辰,丁巳,,1694-03-19,1694-04-13,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940319,http://wiki.jiamdiary.info/16940319
D16940320,Diary,1694년3월20일,1694,3,20,甲戌,戊辰,戊午,,1694-03-20,1694-04-14,,昨昏雨洒 今日陽,어제 저녁에 비가 뿌렸는데 오늘은 맑음 ,http://jiamdiary.info/iri/jad#D16940320,http://wiki.jiamdiary.info/16940320
D16940321,Diary,1694년3월21일,1694,3,21,甲戌,戊辰,己未,,1694-03-21,1694-04-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940321,http://wiki.jiamdiary.info/16940321
D16940322,Diary,1694년3월22일,1694,3,22,甲戌,戊辰,庚申,,1694-03-22,1694-04-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940322,http://wiki.jiamdiary.info/16940322
D16940323,Diary,1694년3월23일,1694,3,23,甲戌,戊辰,辛酉,,1694-03-23,1694-04-17,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940323,http://wiki.jiamdiary.info/16940323
D16940324,Diary,1694년3월24일,1694,3,24,甲戌,戊辰,壬戌,,1694-03-24,1694-04-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940324,http://wiki.jiamdiary.info/16940324
D16940325,Diary,1694년3월25일,1694,3,25,甲戌,戊辰,癸亥,,1694-03-25,1694-04-19,,朝前雨點洒晩陽,아침 전에 비가 흩뿌리다 오전 늦게 맑음 ,http://jiamdiary.info/iri/jad#D16940325,http://wiki.jiamdiary.info/16940325
D16940326,Diary,1694년3월26일,1694,3,26,甲戌,戊辰,甲子,,1694-03-26,1694-04-20,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940326,http://wiki.jiamdiary.info/16940326
D16940327,Diary,1694년3월27일,1694,3,27,甲戌,戊辰,乙丑,,1694-03-27,1694-04-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940327,http://wiki.jiamdiary.info/16940327
D16940328,Diary,1694년3월28일,1694,3,28,甲戌,戊辰,丙寅,,1694-03-28,1694-04-22,,,,http://jiamdiary.info/iri/jad#D16940328,http://wiki.jiamdiary.info/16940328
D16940329,Diary,1694년3월29일,1694,3,29,甲戌,戊辰,丁卯,,1694-03-29,1694-04-23,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940329,http://wiki.jiamdiary.info/16940329
D169404,Diary,1694년4월,1694,4,,甲戌,己巳,,,,,,,,http://jiamdiary.info/iri/jad#D169404,http://wiki.jiamdiary.info/169404
D16940401,Diary,1694년4월1일,1694,4,1,甲戌,己巳,戊辰,,1694-04-01,1694-04-24,,自曉雨來 近午乃止 而海霧成霏 終日陰濕,새벽부터 비가 와서 정오쯤에 그쳤지만 해무(海霧)가 부슬비가 되어 하루 종일 흐리고 습함 ,http://jiamdiary.info/iri/jad#D16940401,http://wiki.jiamdiary.info/16940401
D16940402,Diary,1694년4월2일,1694,4,2,甲戌,己巳,己巳,,1694-04-02,1694-04-25,,終日霂霢,하루 종일 가랑비가 내림 ,http://jiamdiary.info/iri/jad#D16940402,http://wiki.jiamdiary.info/16940402
D16940403,Diary,1694년4월3일,1694,4,3,甲戌,己巳, 庚午,,1694-04-03,1694-04-26,,陽陰,맑다 흐림 ,http://jiamdiary.info/iri/jad#D16940403,http://wiki.jiamdiary.info/16940403
D16940404,Diary,1694년4월4일,1694,4,4,甲戌,己巳,辛未,,1694-04-04,1694-04-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940404,http://wiki.jiamdiary.info/16940404
D16940405,Diary,1694년4월5일,1694,4,5,甲戌,己巳,壬申,,1694-04-05,1694-04-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940405,http://wiki.jiamdiary.info/16940405
D16940406,Diary,1694년4월6일,1694,4,6,甲戌,己巳,癸酉,,1694-04-06,1694-04-29,,朝霧晩陽,아침에는 안개가 꼈으나 오전 늦게는 맑음 ,http://jiamdiary.info/iri/jad#D16940406,http://wiki.jiamdiary.info/16940406
D16940407,Diary,1694년4월7일,1694,4,7,甲戌,己巳,甲戌,,1694-04-07,1694-04-30,,雨,비 ,http://jiamdiary.info/iri/jad#D16940407,http://wiki.jiamdiary.info/16940407
D16940408,Diary,1694년4월8일,1694,4,8,甲戌,己巳,乙亥,,1694-04-08,1694-05-01,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940408,http://wiki.jiamdiary.info/16940408
D16940409,Diary,1694년4월9일,1694,4,9,甲戌,己巳,丙子,,1694-04-09,1694-05-02,,陰霏,흐리고 부슬비 ,http://jiamdiary.info/iri/jad#D16940409,http://wiki.jiamdiary.info/16940409
D16940410,Diary,1694년4월10일,1694,4,10,甲戌,己巳,丁丑,,1694-04-10,1694-05-03,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940410,http://wiki.jiamdiary.info/16940410
D16940411,Diary,1694년4월11일,1694,4,11,甲戌,己巳,戊寅,,1694-04-11,1694-05-04,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16940411,http://wiki.jiamdiary.info/16940411
D16940412,Diary,1694년4월12일,1694,4,12,甲戌,己巳,己卯,,1694-04-12,1694-05-05,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940412,http://wiki.jiamdiary.info/16940412
D16940413,Diary,1694년4월13일,1694,4,13,甲戌,己巳,庚辰,,1694-04-13,1694-05-06,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940413,http://wiki.jiamdiary.info/16940413
D16940414,Diary,1694년4월14일,1694,4,14,甲戌,己巳,辛巳,,1694-04-14,1694-05-07,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940414,http://wiki.jiamdiary.info/16940414
D16940415,Diary,1694년4월15일,1694,4,15,甲戌,己巳,壬午,,1694-04-15,1694-05-08,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940415,http://wiki.jiamdiary.info/16940415
D16940416,Diary,1694년4월16일,1694,4,16,甲戌,己巳,癸未,,1694-04-16,1694-05-09,,陰陽 向夕雨洒,흐리다 맑음. 저녁 무렵 비가 뿌림. ,http://jiamdiary.info/iri/jad#D16940416,http://wiki.jiamdiary.info/16940416
D16940417,Diary,1694년4월17일,1694,4,17,甲戌,己巳,甲申,,1694-04-17,1694-05-10,,自夜雨來霏微不止 午後始捲,어제 밤부터 비가 부슬부슬 내리며 그치지 않다가 오후에 비로소 갬 ,http://jiamdiary.info/iri/jad#D16940417,http://wiki.jiamdiary.info/16940417
D16940418,Diary,1694년4월18일,1694,4,18,甲戌,己巳,乙酉,,1694-04-18,1694-05-11,,向夕雨洒,저녁 무렵 비가 뿌림 ,http://jiamdiary.info/iri/jad#D16940418,http://wiki.jiamdiary.info/16940418
D16940419,Diary,1694년4월19일,1694,4,19,甲戌,己巳,丙戌,,1694-04-19,1694-05-12,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940419,http://wiki.jiamdiary.info/16940419
D16940420,Diary,1694년4월20일,1694,4,20,甲戌,己巳,丁亥,,1694-04-20,1694-05-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940420,http://wiki.jiamdiary.info/16940420
D16940421,Diary,1694년4월21일,1694,4,21,甲戌,己巳,戊子,,1694-04-21,1694-05-14,blank,夕雨,저녁에 비 ,http://jiamdiary.info/iri/jad#D16940421,http://wiki.jiamdiary.info/16940421
D16940422,Diary,1694년4월22일,1694,4,22,甲戌,己巳,己丑,,1694-04-22,1694-05-15,,夜雨晝晴,밤에 비 내리고 낮에 맑음 ,http://jiamdiary.info/iri/jad#D16940422,http://wiki.jiamdiary.info/16940422
D16940423,Diary,1694년4월23일,1694,4,23,甲戌,己巳,庚寅,,1694-04-23,1694-05-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940423,http://wiki.jiamdiary.info/16940423
