id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16930904,Diary,1693년9월4일,1693,9,4,癸酉,壬戌,乙巳,,1693-09-04,1693-10-03,,朝來陰雨 晩後陽,아침에 흐리고 비가 오다가 오전 늦게 맑음.,http://jiamdiary.info/iri/jad#D16930904,http://wiki.jiamdiary.info/16930904
D16930905,Diary,1693년9월5일,1693,9,5,癸酉,壬戌,丙午,,1693-09-05,1693-10-04,,陰陽,흐리다가 맑음,http://jiamdiary.info/iri/jad#D16930905,http://wiki.jiamdiary.info/16930905
D16930906,Diary,1693년9월6일,1693,9,6,癸酉,壬戌,丁未,,1693-09-06,1693-10-05,,午後雨,오후에 비가 옴,http://jiamdiary.info/iri/jad#D16930906,http://wiki.jiamdiary.info/16930906
D16930907,Diary,1693년9월7일,1693,9,7,癸酉,壬戌,戊申,,1693-09-07,1693-10-06,,陽,맑음,http://jiamdiary.info/iri/jad#D16930907,http://wiki.jiamdiary.info/16930907
D16930908,Diary,1693년9월8일,1693,9,8,癸酉,壬戌,己酉,,1693-09-08,1693-10-07,,陽,맑음,http://jiamdiary.info/iri/jad#D16930908,http://wiki.jiamdiary.info/16930908
D16930909,Diary,1693년9월9일,1693,9,9,癸酉,壬戌,庚戌,,1693-09-09,1693-10-08,,陽,맑음,http://jiamdiary.info/iri/jad#D16930909,http://wiki.jiamdiary.info/16930909
D16930910,Diary,1693년9월10일,1693,9,10,癸酉,壬戌,辛亥,,1693-09-10,1693-10-09,,陽,맑음,http://jiamdiary.info/iri/jad#D16930910,http://wiki.jiamdiary.info/16930910
D16930911,Diary,1693년9월11일,1693,9,11,癸酉,壬戌,壬子,,1693-09-11,1693-10-10,,夜雨達朝 終日止作,밤에 내린 비가 아침까지 내리고 종일 오락가락함,http://jiamdiary.info/iri/jad#D16930911,http://wiki.jiamdiary.info/16930911
D16930912,Diary,1693년9월12일,1693,9,12,癸酉,壬戌,癸丑,,1693-09-12,1693-10-11,,昨雨連宵終夕,어제 내린 비가 저녁까지 이어지고 밤새도록 내렸다.,http://jiamdiary.info/iri/jad#D16930912,http://wiki.jiamdiary.info/16930912
D16930913,Diary,1693년9월13일,1693,9,13,癸酉,壬戌,甲寅,,1693-09-13,1693-10-12,,陽,맑음,http://jiamdiary.info/iri/jad#D16930913,http://wiki.jiamdiary.info/16930913
D16930914,Diary,1693년9월14일,1693,9,14,癸酉,壬戌,乙卯,,1693-09-14,1693-10-13,,陰陽,흐리다 맑았다 함,http://jiamdiary.info/iri/jad#D16930914,http://wiki.jiamdiary.info/16930914
D16930915,Diary,1693년9월15일,1693,9,15,癸酉,壬戌,丙辰,,1693-09-15,1693-10-14,,陽,맑음,http://jiamdiary.info/iri/jad#D16930915,http://wiki.jiamdiary.info/16930915
D16930916,Diary,1693년9월16일,1693,9,16,癸酉,壬戌,丁巳,,1693-09-16,1693-10-15,,陽,맑음,http://jiamdiary.info/iri/jad#D16930916,http://wiki.jiamdiary.info/16930916
D16930917,Diary,1693년9월17일,1693,9,17,癸酉,壬戌,戊午,,1693-09-17,1693-10-16,,朝陽午後雨,아침에 맑고 오후에 비,http://jiamdiary.info/iri/jad#D16930917,http://wiki.jiamdiary.info/16930917
D16930918,Diary,1693년9월18일,1693,9,18,癸酉,壬戌,己未,,1693-09-18,1693-10-17,,晩陽而風,늦은 아침부터 맑고 바람이 붐,http://jiamdiary.info/iri/jad#D16930918,http://wiki.jiamdiary.info/16930918
D16930919,Diary,1693년9월19일,1693,9,19,癸酉,壬戌,庚申,,1693-09-19,1693-10-18,,朝陽晩後陰且或雨洒,아침에 맑다가 오전 늦게부터 흐리고 혹 비가 뿌림,http://jiamdiary.info/iri/jad#D16930919,http://wiki.jiamdiary.info/16930919
D16930920,Diary,1693년9월20일,1693,9,20,癸酉,壬戌,辛酉,,1693-09-20,1693-10-19,,陽,맑음,http://jiamdiary.info/iri/jad#D16930920,http://wiki.jiamdiary.info/16930920
D16930921,Diary,1693년9월21일,1693,9,21,癸酉,壬戌,壬戌,,1693-09-21,1693-10-20,,陽,맑음,http://jiamdiary.info/iri/jad#D16930921,http://wiki.jiamdiary.info/16930921
D16930922,Diary,1693년9월22일,1693,9,22,癸酉,壬戌,癸亥,,1693-09-22,1693-10-21,,陰,흐림,http://jiamdiary.info/iri/jad#D16930922,http://wiki.jiamdiary.info/16930922
D16930923,Diary,1693년9월23일,1693,9,23,癸酉,壬戌,甲子,,1693-09-23,1693-10-22,,陽,맑음,http://jiamdiary.info/iri/jad#D16930923,http://wiki.jiamdiary.info/16930923
D16930924,Diary,1693년9월24일,1693,9,24,癸酉,壬戌,乙丑,,1693-09-24,1693-10-23,,陽陰,맑다가 흐림,http://jiamdiary.info/iri/jad#D16930924,http://wiki.jiamdiary.info/16930924
D16930925,Diary,1693년9월25일,1693,9,25,癸酉,壬戌,丙寅,,1693-09-25,1693-10-24,,陽,맑음,http://jiamdiary.info/iri/jad#D16930925,http://wiki.jiamdiary.info/16930925
D16930926,Diary,1693년9월26일,1693,9,26,癸酉,壬戌,丁卯,,1693-09-26,1693-10-25,,陽,맑음,http://jiamdiary.info/iri/jad#D16930926,http://wiki.jiamdiary.info/16930926
D16930927,Diary,1693년9월27일,1693,9,27,癸酉,壬戌,戊辰,,1693-09-27,1693-10-26,,陽,맑음,http://jiamdiary.info/iri/jad#D16930927,http://wiki.jiamdiary.info/16930927
D16930928,Diary,1693년9월28일,1693,9,28,癸酉,壬戌,己巳,,1693-09-28,1693-10-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16930928,http://wiki.jiamdiary.info/16930928
D16930929,Diary,1693년9월29일,1693,9,29,癸酉,壬戌, 庚午,,1693-09-29,1693-10-28,,,,http://jiamdiary.info/iri/jad#D16930929,http://wiki.jiamdiary.info/16930929
D169310,Diary,1693년10월,1693,10,,癸酉,癸亥,,,,,,,,http://jiamdiary.info/iri/jad#D169310,http://wiki.jiamdiary.info/169310
D16931001,Diary,1693년10월1일,1693,10,1,癸酉,癸亥,辛未,,1693-10-01,1693-10-29,,昨雨曉始止 朝來快陽,어제부터 내린 비가 새벽에야  그치고 아침에 맑아짐.,http://jiamdiary.info/iri/jad#D16931001,http://wiki.jiamdiary.info/16931001
D16931002,Diary,1693년10월2일,1693,10,2,癸酉,癸亥,壬申,,1693-10-02,1693-10-30,,,,http://jiamdiary.info/iri/jad#D16931002,http://wiki.jiamdiary.info/16931002
D16931003,Diary,1693년10월3일,1693,10,3,癸酉,癸亥,癸酉,,1693-10-03,1693-10-31,,雨後風緊,비가 온 후에 바람이 세짐.,http://jiamdiary.info/iri/jad#D16931003,http://wiki.jiamdiary.info/16931003
D16931004,Diary,1693년10월4일,1693,10,4,癸酉,癸亥,甲戌,,1693-10-04,1693-11-01,,雪來獰風終日,눈이 오고 사나운 바람이 종일 붐.,http://jiamdiary.info/iri/jad#D16931004,http://wiki.jiamdiary.info/16931004
D16931005,Diary,1693년10월5일,1693,10,5,癸酉,癸亥,乙亥,,1693-10-05,1693-11-02,,陽而風勢頗緊 寒威頓劇,맑으나 바람이 제법 세고 추위가 갑자기 심함,http://jiamdiary.info/iri/jad#D16931005,http://wiki.jiamdiary.info/16931005
D16931006,Diary,1693년10월6일,1693,10,6,癸酉,癸亥,丙子,,1693-10-06,1693-11-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16931006,http://wiki.jiamdiary.info/16931006
D16931007,Diary,1693년10월7일,1693,10,7,癸酉,癸亥,丁丑,,1693-10-07,1693-11-04,,陽,맑음,http://jiamdiary.info/iri/jad#D16931007,http://wiki.jiamdiary.info/16931007
D16931008,Diary,1693년10월8일,1693,10,8,癸酉,癸亥,戊寅,,1693-10-08,1693-11-05,,陰夕雨,흐리다 저녁에 비,http://jiamdiary.info/iri/jad#D16931008,http://wiki.jiamdiary.info/16931008
D16931009,Diary,1693년10월9일,1693,10,9,癸酉,癸亥,己卯,,1693-10-09,1693-11-06,,昨雨朝止,어제부터 내린 비가 아침에 그침,http://jiamdiary.info/iri/jad#D16931009,http://wiki.jiamdiary.info/16931009
D16931010,Diary,1693년10월10일,1693,10,10,癸酉,癸亥,庚辰,,1693-10-10,1693-11-07,,陽,맑음,http://jiamdiary.info/iri/jad#D16931010,http://wiki.jiamdiary.info/16931010
D16931011,Diary,1693년10월11일,1693,10,11,癸酉,癸亥,辛巳,,1693-10-11,1693-11-08,,陽,맑음,http://jiamdiary.info/iri/jad#D16931011,http://wiki.jiamdiary.info/16931011
D16931012,Diary,1693년10월12일,1693,10,12,癸酉,癸亥,壬午,,1693-10-12,1693-11-09,,陽,맑음,http://jiamdiary.info/iri/jad#D16931012,http://wiki.jiamdiary.info/16931012
D16931013,Diary,1693년10월13일,1693,10,13,癸酉,癸亥,癸未,,1693-10-13,1693-11-10,,陽,맑음,http://jiamdiary.info/iri/jad#D16931013,http://wiki.jiamdiary.info/16931013
D16931014,Diary,1693년10월14일,1693,10,14,癸酉,癸亥,甲申,,1693-10-14,1693-11-11,,陽,맑음,http://jiamdiary.info/iri/jad#D16931014,http://wiki.jiamdiary.info/16931014
D16931015,Diary,1693년10월15일,1693,10,15,癸酉,癸亥,乙酉,,1693-10-15,1693-11-12,,陽,맑음,http://jiamdiary.info/iri/jad#D16931015,http://wiki.jiamdiary.info/16931015
D16931016,Diary,1693년10월16일,1693,10,16,癸酉,癸亥,丙戌,,1693-10-16,1693-11-13,,陽,맑음,http://jiamdiary.info/iri/jad#D16931016,http://wiki.jiamdiary.info/16931016
D16931017,Diary,1693년10월17일,1693,10,17,癸酉,癸亥,丁亥,,1693-10-17,1693-11-14,,陽,맑음,http://jiamdiary.info/iri/jad#D16931017,http://wiki.jiamdiary.info/16931017
D16931018,Diary,1693년10월18일,1693,10,18,癸酉,癸亥,戊子,,1693-10-18,1693-11-15,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16931018,http://wiki.jiamdiary.info/16931018
D16931019,Diary,1693년10월19일,1693,10,19,癸酉,癸亥,己丑,,1693-10-19,1693-11-16,,陰,흐림,http://jiamdiary.info/iri/jad#D16931019,http://wiki.jiamdiary.info/16931019
D16931020,Diary,1693년10월20일,1693,10,20,癸酉,癸亥,庚寅,,1693-10-20,1693-11-17,,陽,맑음,http://jiamdiary.info/iri/jad#D16931020,http://wiki.jiamdiary.info/16931020
D16931021,Diary,1693년10월21일,1693,10,21,癸酉,癸亥,辛卯,,1693-10-21,1693-11-18,,陽,맑음,http://jiamdiary.info/iri/jad#D16931021,http://wiki.jiamdiary.info/16931021
D16931022,Diary,1693년10월22일,1693,10,22,癸酉,癸亥,壬辰,,1693-10-22,1693-11-19,,陰,흐림,http://jiamdiary.info/iri/jad#D16931022,http://wiki.jiamdiary.info/16931022
D16931023,Diary,1693년10월23일,1693,10,23,癸酉,癸亥,癸巳,,1693-10-23,1693-11-20,,陽,맑음,http://jiamdiary.info/iri/jad#D16931023,http://wiki.jiamdiary.info/16931023
D16931024,Diary,1693년10월24일,1693,10,24,癸酉,癸亥,甲午,,1693-10-24,1693-11-21,,陽,맑음,http://jiamdiary.info/iri/jad#D16931024,http://wiki.jiamdiary.info/16931024
D16931025,Diary,1693년10월25일,1693,10,25,癸酉,癸亥,乙未,,1693-10-25,1693-11-22,,陽,맑음,http://jiamdiary.info/iri/jad#D16931025,http://wiki.jiamdiary.info/16931025
D16931026,Diary,1693년10월26일,1693,10,26,癸酉,癸亥,丙申,,1693-10-26,1693-11-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16931026,http://wiki.jiamdiary.info/16931026
D16931027,Diary,1693년10월27일,1693,10,27,癸酉,癸亥,丁酉,,1693-10-27,1693-11-24,,陰,흐림,http://jiamdiary.info/iri/jad#D16931027,http://wiki.jiamdiary.info/16931027
D16931028,Diary,1693년10월28일,1693,10,28,癸酉,癸亥,戊戌,,1693-10-28,1693-11-25,,曉頭雷電雨雹,새벽 무렵에 천둥번개가 치고 우박이 내림.,http://jiamdiary.info/iri/jad#D16931028,http://wiki.jiamdiary.info/16931028
D16931029,Diary,1693년10월29일,1693,10,29,癸酉,癸亥,己亥,,1693-10-29,1693-11-26,,陽,맑음,http://jiamdiary.info/iri/jad#D16931029,http://wiki.jiamdiary.info/16931029
D169311,Diary,1693년11월,1693,11,,癸酉,甲子,,,,,,,,http://jiamdiary.info/iri/jad#D169311,http://wiki.jiamdiary.info/169311
D16931101,Diary,1693년11월1일,1693,11,1,癸酉,甲子,庚子,,1693-11-01,1693-11-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16931101,http://wiki.jiamdiary.info/16931101
D16931102,Diary,1693년11월2일,1693,11,2,癸酉,甲子,辛丑,,1693-11-02,1693-11-28,,陽陰,맑았다 흐림,http://jiamdiary.info/iri/jad#D16931102,http://wiki.jiamdiary.info/16931102
D16931103,Diary,1693년11월3일,1693,11,3,癸酉,甲子,壬寅,,1693-11-03,1693-11-29,,,,http://jiamdiary.info/iri/jad#D16931103,http://wiki.jiamdiary.info/16931103
D16931104,Diary,1693년11월4일,1693,11,4,癸酉,甲子,癸卯,,1693-11-04,1693-11-30,,,,http://jiamdiary.info/iri/jad#D16931104,http://wiki.jiamdiary.info/16931104
D16931105,Diary,1693년11월5일,1693,11,5,癸酉,甲子,甲辰,,1693-11-05,1693-12-01,,飛雪間作,눈이 가끔 흩날림,http://jiamdiary.info/iri/jad#D16931105,http://wiki.jiamdiary.info/16931105
D16931106,Diary,1693년11월6일,1693,11,6,癸酉,甲子,乙巳,,1693-11-06,1693-12-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16931106,http://wiki.jiamdiary.info/16931106
D16931107,Diary,1693년11월7일,1693,11,7,癸酉,甲子,丙午,,1693-11-07,1693-12-03,,陽,맑음,http://jiamdiary.info/iri/jad#D16931107,http://wiki.jiamdiary.info/16931107
D16931108,Diary,1693년11월8일,1693,11,8,癸酉,甲子,丁未,,1693-11-08,1693-12-04,,去夜初昏雪來晩陽,지난밤 초저녁부터 눈이 내리고 늦게 갬,http://jiamdiary.info/iri/jad#D16931108,http://wiki.jiamdiary.info/16931108
D16931109,Diary,1693년11월9일,1693,11,9,癸酉,甲子,戊申,,1693-11-09,1693-12-05,,陽,맑음,http://jiamdiary.info/iri/jad#D16931109,http://wiki.jiamdiary.info/16931109
D16931110,Diary,1693년11월10일,1693,11,10,癸酉,甲子,己酉,,1693-11-10,1693-12-06,,陽,맑음,http://jiamdiary.info/iri/jad#D16931110,http://wiki.jiamdiary.info/16931110
D16931111,Diary,1693년11월11일,1693,11,11,癸酉,甲子,庚戌,,1693-11-11,1693-12-07,,陽,맑음,http://jiamdiary.info/iri/jad#D16931111,http://wiki.jiamdiary.info/16931111
D16931112,Diary,1693년11월12일,1693,11,12,癸酉,甲子,辛亥,,1693-11-12,1693-12-08,,陽,맑음,http://jiamdiary.info/iri/jad#D16931112,http://wiki.jiamdiary.info/16931112
D16931113,Diary,1693년11월13일,1693,11,13,癸酉,甲子,壬子,,1693-11-13,1693-12-09,,朝陰雨洒,아침에 흐리고 비가 쏟아짐,http://jiamdiary.info/iri/jad#D16931113,http://wiki.jiamdiary.info/16931113
D16931114,Diary,1693년11월14일,1693,11,14,癸酉,甲子,癸丑,,1693-11-14,1693-12-10,,飛雪暫洒,눈이 날리고 잠시 비가 쏟아짐,http://jiamdiary.info/iri/jad#D16931114,http://wiki.jiamdiary.info/16931114
D16931115,Diary,1693년11월15일,1693,11,15,癸酉,甲子,甲寅,,1693-11-15,1693-12-11,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16931115,http://wiki.jiamdiary.info/16931115
D16931116,Diary,1693년11월16일,1693,11,16,癸酉,甲子,乙卯,,1693-11-16,1693-12-12,,陽,맑음,http://jiamdiary.info/iri/jad#D16931116,http://wiki.jiamdiary.info/16931116
D16931117,Diary,1693년11월17일,1693,11,17,癸酉,甲子,丙辰,,1693-11-17,1693-12-13,,陽,맑음,http://jiamdiary.info/iri/jad#D16931117,http://wiki.jiamdiary.info/16931117
D16931118,Diary,1693년11월18일,1693,11,18,癸酉,甲子,丁巳,,1693-11-18,1693-12-14,,陽,맑음,http://jiamdiary.info/iri/jad#D16931118,http://wiki.jiamdiary.info/16931118
D16931119,Diary,1693년11월19일,1693,11,19,癸酉,甲子,戊午,,1693-11-19,1693-12-15,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16931119,http://wiki.jiamdiary.info/16931119
D16931120,Diary,1693년11월20일,1693,11,20,癸酉,甲子,己未,,1693-11-20,1693-12-16,,風陰,바람 불고 흐림,http://jiamdiary.info/iri/jad#D16931120,http://wiki.jiamdiary.info/16931120
D16931121,Diary,1693년11월21일,1693,11,21,癸酉,甲子,庚申,,1693-11-21,1693-12-17,,風陰,바람 불고 흐림,http://jiamdiary.info/iri/jad#D16931121,http://wiki.jiamdiary.info/16931121
D16931122,Diary,1693년11월22일,1693,11,22,癸酉,甲子,辛酉,,1693-11-22,1693-12-18,,雨,비,http://jiamdiary.info/iri/jad#D16931122,http://wiki.jiamdiary.info/16931122
D16931123,Diary,1693년11월23일,1693,11,23,癸酉,甲子,壬戌,,1693-11-23,1693-12-19,,昨雨終宵 陽,어제는 비가 밤새 내림. 맑음,http://jiamdiary.info/iri/jad#D16931123,http://wiki.jiamdiary.info/16931123
D16931124,Diary,1693년11월24일,1693,11,24,癸酉,甲子,癸亥,,1693-11-24,1693-12-20,,陽,맑음,http://jiamdiary.info/iri/jad#D16931124,http://wiki.jiamdiary.info/16931124
D16931125,Diary,1693년11월25일,1693,11,25,癸酉,甲子,甲子,,1693-11-25,1693-12-21,,去夜雨 曉來快晴,어젯밤에 비가 왔다가 새벽부터 쾌청함,http://jiamdiary.info/iri/jad#D16931125,http://wiki.jiamdiary.info/16931125
D16931126,Diary,1693년11월26일,1693,11,26,癸酉,甲子,乙丑,,1693-11-26,1693-12-22,,陽,맑음,http://jiamdiary.info/iri/jad#D16931126,http://wiki.jiamdiary.info/16931126
D16931127,Diary,1693년11월27일,1693,11,27,癸酉,甲子,丙寅,,1693-11-27,1693-12-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16931127,http://wiki.jiamdiary.info/16931127
D16931128,Diary,1693년11월28일,1693,11,28,癸酉,甲子,丁卯,,1693-11-28,1693-12-24,,陽,맑음,http://jiamdiary.info/iri/jad#D16931128,http://wiki.jiamdiary.info/16931128
D16931129,Diary,1693년11월29일,1693,11,29,癸酉,甲子,戊辰,,1693-11-29,1693-12-25,,自朝雪下 向夕交雨,아침부터 눈이 내리다가 저녁 무렵 비와 섞여 옴,http://jiamdiary.info/iri/jad#D16931129,http://wiki.jiamdiary.info/16931129
D16931130,Diary,1693년11월30일,1693,11,30,癸酉,甲子,己巳,,1693-11-30,1693-12-26,,陽,맑음,http://jiamdiary.info/iri/jad#D16931130,http://wiki.jiamdiary.info/16931130
D169312,Diary,1693년12월,1693,12,,癸酉,乙丑,,,,,,,,http://jiamdiary.info/iri/jad#D169312,http://wiki.jiamdiary.info/169312
D16931201,Diary,1693년12월1일,1693,12,1,癸酉,乙丑, 庚午,,1693-12-01,1693-12-27,,陽,맑음,http://jiamdiary.info/iri/jad#D16931201,http://wiki.jiamdiary.info/16931201
D16931202,Diary,1693년12월2일,1693,12,2,癸酉,乙丑,辛未,,1693-12-02,1693-12-28,,陽,맑음,http://jiamdiary.info/iri/jad#D16931202,http://wiki.jiamdiary.info/16931202
D16931203,Diary,1693년12월3일,1693,12,3,癸酉,乙丑,壬申,,1693-12-03,1693-12-29,,陽,맑음,http://jiamdiary.info/iri/jad#D16931203,http://wiki.jiamdiary.info/16931203
D16931204,Diary,1693년12월4일,1693,12,4,癸酉,乙丑,癸酉,,1693-12-04,1693-12-30,,陽,맑음,http://jiamdiary.info/iri/jad#D16931204,http://wiki.jiamdiary.info/16931204
D16931205,Diary,1693년12월5일,1693,12,5,癸酉,乙丑,甲戌,,1693-12-05,1693-12-31,,風雪陰陽,바람 불고 눈이 내림. 흐리다 맑음.,http://jiamdiary.info/iri/jad#D16931205,http://wiki.jiamdiary.info/16931205
D16931206,Diary,1693년12월6일,1693,12,6,癸酉,乙丑,乙亥,,1693-12-06,1694-01-01,,去夜雪 終日或陽或雪,어젯밤 눈 내림. 종일 맑기도 하고 눈이 내리기도 함.,http://jiamdiary.info/iri/jad#D16931206,http://wiki.jiamdiary.info/16931206
D16931207,Diary,1693년12월7일,1693,12,7,癸酉,乙丑,丙子,,1693-12-07,1694-01-02,,陽,맑음,http://jiamdiary.info/iri/jad#D16931207,http://wiki.jiamdiary.info/16931207
D16931208,Diary,1693년12월8일,1693,12,8,癸酉,乙丑,丁丑,,1693-12-08,1694-01-03,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16931208,http://wiki.jiamdiary.info/16931208
D16931209,Diary,1693년12월9일,1693,12,9,癸酉,乙丑,戊寅,,1693-12-09,1694-01-04,,陰陽風雪,흐리다 맑음. 바람 불고 눈 내림.,http://jiamdiary.info/iri/jad#D16931209,http://wiki.jiamdiary.info/16931209
D16931210,Diary,1693년12월10일,1693,12,10,癸酉,乙丑,己卯,,1693-12-10,1694-01-05,,大雪夕陽,눈이 많이 내림. 저녁에 맑음.,http://jiamdiary.info/iri/jad#D16931210,http://wiki.jiamdiary.info/16931210
D16931211,Diary,1693년12월11일,1693,12,11,癸酉,乙丑,庚辰,,1693-12-11,1694-01-06,,去夜雪 終日陰陽,어젯밤 눈이 내렸고 종일 흐리다가 맑음,http://jiamdiary.info/iri/jad#D16931211,http://wiki.jiamdiary.info/16931211
D16931212,Diary,1693년12월12일,1693,12,12,癸酉,乙丑,辛巳,,1693-12-12,1694-01-07,,陰,흐림,http://jiamdiary.info/iri/jad#D16931212,http://wiki.jiamdiary.info/16931212
D16931213,Diary,1693년12월13일,1693,12,13,癸酉,乙丑,壬午,,1693-12-13,1694-01-08,,陰,흐림,http://jiamdiary.info/iri/jad#D16931213,http://wiki.jiamdiary.info/16931213
D16931214,Diary,1693년12월14일,1693,12,14,癸酉,乙丑,癸未,,1693-12-14,1694-01-09,,夜雨達宵 終日陰霧濛濛如催花之候,지난밤부터 내리던 비가 저녁까지 계속 내림. 종일 흐리고 안개가 자욱하여 마치 꽃을 재촉하는 날씨 같음.,http://jiamdiary.info/iri/jad#D16931214,http://wiki.jiamdiary.info/16931214
D16931215,Diary,1693년12월15일,1693,12,15,癸酉,乙丑,甲申,,1693-12-15,1694-01-10,,陰陽,흐리다 맑음,http://jiamdiary.info/iri/jad#D16931215,http://wiki.jiamdiary.info/16931215
D16931216,Diary,1693년12월16일,1693,12,16,癸酉,乙丑,乙酉,,1693-12-16,1694-01-11,,風陽,바람 불고 맑음,http://jiamdiary.info/iri/jad#D16931216,http://wiki.jiamdiary.info/16931216
D16931217,Diary,1693년12월17일,1693,12,17,癸酉,乙丑,丙戌,,1693-12-17,1694-01-12,,陽,맑음,http://jiamdiary.info/iri/jad#D16931217,http://wiki.jiamdiary.info/16931217
D16931218,Diary,1693년12월18일,1693,12,18,癸酉,乙丑,丁亥,,1693-12-18,1694-01-13,,陽,맑음,http://jiamdiary.info/iri/jad#D16931218,http://wiki.jiamdiary.info/16931218
D16931219,Diary,1693년12월19일,1693,12,19,癸酉,乙丑,戊子,,1693-12-19,1694-01-14,,陽,맑음,http://jiamdiary.info/iri/jad#D16931219,http://wiki.jiamdiary.info/16931219
D16931220,Diary,1693년12월20일,1693,12,20,癸酉,乙丑,己丑,,1693-12-20,1694-01-15,,去夜大風小雪晝陽,어제 밤에 심하게 바람 불고 눈이 조금 내림. 낮에는 맑음.,http://jiamdiary.info/iri/jad#D16931220,http://wiki.jiamdiary.info/16931220
D16931221,Diary,1693년12월21일,1693,12,21,癸酉,乙丑,庚寅,,1693-12-21,1694-01-16,,去夜大雪晝陽,어제 밤 큰 눈이 왔음. 낮에는 맑음.,http://jiamdiary.info/iri/jad#D16931221,http://wiki.jiamdiary.info/16931221
D16931222,Diary,1693년12월22일,1693,12,22,癸酉,乙丑,辛卯,,1693-12-22,1694-01-17,,陽,맑음,http://jiamdiary.info/iri/jad#D16931222,http://wiki.jiamdiary.info/16931222
D16931223,Diary,1693년12월23일,1693,12,23,癸酉,乙丑,壬辰,,1693-12-23,1694-01-18,,陽,맑음,http://jiamdiary.info/iri/jad#D16931223,http://wiki.jiamdiary.info/16931223
D16931224,Diary,1693년12월24일,1693,12,24,癸酉,乙丑,癸巳,,1693-12-24,1694-01-19,,陽,맑음,http://jiamdiary.info/iri/jad#D16931224,http://wiki.jiamdiary.info/16931224
D16931225,Diary,1693년12월25일,1693,12,25,癸酉,乙丑,甲午,,1693-12-25,1694-01-20,,陽,맑음,http://jiamdiary.info/iri/jad#D16931225,http://wiki.jiamdiary.info/16931225
D16931226,Diary,1693년12월26일,1693,12,26,癸酉,乙丑,乙未,,1693-12-26,1694-01-21,,陽,맑음,http://jiamdiary.info/iri/jad#D16931226,http://wiki.jiamdiary.info/16931226
D16931227,Diary,1693년12월27일,1693,12,27,癸酉,乙丑,丙申,,1693-12-27,1694-01-22,,陽,맑음,http://jiamdiary.info/iri/jad#D16931227,http://wiki.jiamdiary.info/16931227
D16931228,Diary,1693년12월28일,1693,12,28,癸酉,乙丑,丁酉,,1693-12-28,1694-01-23,,陽,맑음,http://jiamdiary.info/iri/jad#D16931228,http://wiki.jiamdiary.info/16931228
D16931229,Diary,1693년12월29일,1693,12,29,癸酉,乙丑,戊戌,,1693-12-29,1694-01-24,,陽,맑음,http://jiamdiary.info/iri/jad#D16931229,http://wiki.jiamdiary.info/16931229
D1694,Diary,1694년,1694,,,甲戌,,,,,,,,,http://jiamdiary.info/iri/jad#D1694,http://wiki.jiamdiary.info/1694
D169401,Diary,1694년1월,1694,1,,甲戌,丙寅,,,,,,,,http://jiamdiary.info/iri/jad#D169401,http://wiki.jiamdiary.info/169401
D16940101,Diary,1694년1월1일,1694,1,1,甲戌,丙寅,己亥,,1694-01-01,1694-01-25,,陽而和暖,맑고 따뜻함. ,http://jiamdiary.info/iri/jad#D16940101,http://wiki.jiamdiary.info/16940101
D16940102,Diary,1694년1월2일,1694,1,2,甲戌,丙寅,庚子,,1694-01-02,1694-01-26,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16940102,http://wiki.jiamdiary.info/16940102
D16940103,Diary,1694년1월3일,1694,1,3,甲戌,丙寅,辛丑,,1694-01-03,1694-01-27,,陰霏,흐리고 비가 부슬부슬 내림 ,http://jiamdiary.info/iri/jad#D16940103,http://wiki.jiamdiary.info/16940103
D16940104,Diary,1694년1월4일,1694,1,4,甲戌,丙寅,壬寅,,1694-01-04,1694-01-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940104,http://wiki.jiamdiary.info/16940104
D16940105,Diary,1694년1월5일,1694,1,5,甲戌,丙寅,癸卯,,1694-01-05,1694-01-29,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940105,http://wiki.jiamdiary.info/16940105
D16940106,Diary,1694년1월6일,1694,1,6,甲戌,丙寅,甲辰,,1694-01-06,1694-01-30,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940106,http://wiki.jiamdiary.info/16940106
D16940107,Diary,1694년1월7일,1694,1,7,甲戌,丙寅,乙巳,,1694-01-07,1694-01-31,,夜雨暫洒 晝陰夕雨,간밤에 비가 잠시 뿌리고 낮에 흐리다가 저녁에 비가 옴 ,http://jiamdiary.info/iri/jad#D16940107,http://wiki.jiamdiary.info/16940107
D16940108,Diary,1694년1월8일,1694,1,8,甲戌,丙寅,丙午,,1694-01-08,1694-02-01,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16940108,http://wiki.jiamdiary.info/16940108
